Name	Sex	Plant	eaten	given	eats	Age
Ha	1	MYOSA	5	24	0.208333333	0
Ha	1	MYRLA	1	3	0.333333333	0
Ha	1	PIPAL	12	18	0.666666667	0
Ha	1	PITHO	0	25	0	0
Ha	1	PLEHA	0	12	0	0
Ha	1	PRISCb	0	4	0	0
Ha	1	PRISCg	1	9	0.111111111	0
Ha	1	STYTA	4	27	0.148148148	0
Ha	1	TETHA	8	25	0.32	0
Ha	1	VACRE	8	19	0.421052632	0
Makalea	0	CHETR	0	15	0	1
Makalea	0	CLEHA	0	6	0	1
Makalea	0	COPRH	1	15	0.066666667	1
Makalea	0	ILEAN	0	13	0	1
Makalea	0	MYOSA	0	15	0	1
Makalea	0	MYRLA	0	3	0	1
Makalea	0	PIPAL	0	15	0	1
Makalea	0	PITHO	0	9	0	1
Makalea	0	PLEHA	0	9	0	1
Makalea	0	PRISCb	0	6	0	1
Makalea	0	PRISCg	0	6	0	1
Makalea	0	STYTA	0	15	0	1
Makalea	0	TETHA	0	18	0	1
Makalea	0	VACRE	0	15	0	1
Manapua	1	CHETR	0	15	0	1
Manapua	1	CLEHA	0	6	0	1
Manapua	1	COPRH	1	15	0.066666667	1
Manapua	1	ILEAN	0	13	0	1
Manapua	1	MYOSA	0	15	0	1
Manapua	1	MYRLA	0	3	0	1
Manapua	1	PIPAL	0	15	0	1
Manapua	1	PITHO	0	9	0	1
Manapua	1	PLEHA	0	9	0	1
Manapua	1	PRISCb	0	6	0	1
Manapua	1	PRISCg	0	6	0	1
Manapua	1	STYTA	0	15	0	1
Manapua	1	TETHA	0	18	0	1
Manapua	1	VACRE	0	15	0	1
Kaapeha	1	CHETR	0	15	0	1
Kaapeha	1	CLEHA	3	6	0.5	1
Kaapeha	1	COPRH	8	15	0.533333333	1
Kaapeha	1	ILEAN	0	13	0	1
Kaapeha	1	MYOSA	1	15	0.066666667	1
Kaapeha	1	MYRLA	0	3	0	1
Kaapeha	1	PIPAL	3	15	0.2	1
Kaapeha	1	PITHO	1	9	0.111111111	1
Kaapeha	1	PLEHA	0	9	0	1
Kaapeha	1	PRISCb	1	6	0.166666667	1
Kaapeha	1	PRISCg	0	6	0	1
Kaapeha	1	STYTA	0	15	0	1
Kaapeha	1	TETHA	0	18	0	1
Kaapeha	1	VACRE	9	15	0.6	1
Poliahu	0	CHETR	1	15	0.066666667	1
Poliahu	0	CLEHA	2	6	0.333333333	1
Poliahu	0	COPRH	11	15	0.733333333	1
Poliahu	0	ILEAN	0	13	0	1
Poliahu	0	MYOSA	0	15	0	1
Poliahu	0	MYRLA	0	3	0	1
Poliahu	0	PIPAL	2	15	0.133333333	1
Poliahu	0	PITHO	1	9	0.111111111	1
Poliahu	0	PLEHA	0	9	0	1
Poliahu	0	PRISCb	0	6	0	1
Poliahu	0	PRISCg	0	6	0	1
Poliahu	0	STYTA	0	15	0	1
Poliahu	0	TETHA	0	18	0	1
Poliahu	0	VACRE	7	15	0.466666667	1
Ao	1	CHETR	0	15	0	1
Ao	1	CLEHA	3	6	0.5	1
Ao	1	COPRH	6	15	0.4	1
Ao	1	ILEAN	1	12	0.083333333	1
Ao	1	MYOSA	0	15	0	1
Ao	1	MYRLA	0	3	0	1
Ao	1	PIPAL	1	15	0.066666667	1
Ao	1	PITHO	0	9	0	1
Ao	1	PLEHA	0	9	0	1
Ao	1	PRISCb	0	6	0	1
Ao	1	PRISCg	0	6	0	1
Ao	1	STYTA	0	16	0	1
Ao	1	TETHA	0	18	0	1
Ao	1	VACRE	1	15	0.066666667	1
Hakumele	0	CHETR	0	15	0	1
Hakumele	0	CLEHA	0	6	0	1
Hakumele	0	COPRH	8	15	0.533333333	1
Hakumele	0	ILEAN	0	13	0	1
Hakumele	0	MYOSA	0	15	0	1
Hakumele	0	MYRLA	0	3	0	1
Hakumele	0	PIPAL	0	15	0	1
Hakumele	0	PITHO	0	9	0	1
Hakumele	0	PLEHA	0	9	0	1
Hakumele	0	PRISCb	0	6	0	1
Hakumele	0	PRISCg	1	6	0.166666667	1
Hakumele	0	STYTA	0	15	0	1
Hakumele	0	TETHA	0	18	0	1
Hakumele	0	VACRE	0	15	0	1
Niolo	0	CHETR	0	15	0	1
Niolo	0	CLEHA	0	6	0	1
Niolo	0	COPRH	1	15	0.066666667	1
Niolo	0	ILEAN	0	13	0	1
Niolo	0	MYOSA	0	12	0	1
Niolo	0	MYRLA	0	3	0	1
Niolo	0	PIPAL	0	15	0	1
Niolo	0	PITHO	0	9	0	1
Niolo	0	PLEHA	0	6	0	1
Niolo	0	PRISCb	0	6	0	1
Niolo	0	PRISCg	0	3	0	1
Niolo	0	STYTA	0	15	0	1
Niolo	0	TETHA	0	15	0	1
Niolo	0	VACRE	0	15	0	1
Maiaokea	1	CHETR	0	15	0	1
Maiaokea	1	CLEHA	0	6	0	1
Maiaokea	1	COPRH	1	15	0.066666667	1
Maiaokea	1	ILEAN	0	13	0	1
Maiaokea	1	MYOSA	0	15	0	1
Maiaokea	1	MYRLA	0	3	0	1
Maiaokea	1	PIPAL	0	15	0	1
Maiaokea	1	PITHO	0	9	0	1
Maiaokea	1	PLEHA	0	9	0	1
Maiaokea	1	PRISCb	0	6	0	1
Maiaokea	1	PRISCg	0	6	0	1
Maiaokea	1	STYTA	0	15	0	1
Maiaokea	1	TETHA	0	18	0	1
Maiaokea	1	VACRE	0	15	0	1
Kilakila	0	CHETR	0	16	0	1
Kilakila	0	CLEHA	0	6	0	1
Kilakila	0	COPRH	4	15	0.266666667	1
Kilakila	0	ILEAN	0	14	0	1
Kilakila	0	MYOSA	0	15	0	1
Kilakila	0	MYRLA	0	3	0	1
Kilakila	0	PIPAL	1	15	0.066666667	1
Kilakila	0	PITHO	0	9	0	1
Kilakila	0	PLEHA	0	10	0	1
Kilakila	0	PRISCb	0	8	0	1
Kilakila	0	PRISCg	0	6	0	1
Kilakila	0	STYTA	0	17	0	1
Kilakila	0	TETHA	0	19	0	1
Kilakila	0	VACRE	0	17	0	1
Leomana	1	CHETR	0	15	0	1
Leomana	1	CLEHA	0	7	0	1
Leomana	1	COPRH	0	16	0	1
Leomana	1	ILEAN	0	13	0	1
Leomana	1	MYOSA	0	16	0	1
Leomana	1	MYRLA	0	3	0	1
Leomana	1	PIPAL	0	15	0	1
Leomana	1	PITHO	0	10	0	1
Leomana	1	PLEHA	0	9	0	1
Leomana	1	PRISCb	0	6	0	1
Leomana	1	PRISCg	0	6	0	1
Leomana	1	STYTA	0	15	0	1
Leomana	1	TETHA	0	18	0	1
Leomana	1	VACRE	1	15	0.066666667	1
Ikaika	1	CHETR	0	15	0	0
Ikaika	1	CLEHA	2	6	0.333333333	0
Ikaika	1	COPRH	13	15	0.866666667	0
Ikaika	1	ILEAN	1	13	0.076923077	0
Ikaika	1	MYOSA	0	12	0	0
Ikaika	1	MYRLA	0	3	0	0
Ikaika	1	PIPAL	9	15	0.6	0
Ikaika	1	PITHO	1	10	0.1	0
Ikaika	1	PLEHA	1	6	0.166666667	0
Ikaika	1	PRISCb	0	6	0	0
Ikaika	1	PRISCg	0	3	0	0
Ikaika	1	STYTA	3	15	0.2	0
Ikaika	1	TETHA	0	15	0	0
Ikaika	1	VACRE	8	15	0.533333333	0
Imipono	1	CHETR	1	15	0.066666667	0
Imipono	1	CLEHA	3	6	0.5	0
Imipono	1	COPRH	12	15	0.8	0
Imipono	1	ILEAN	1	13	0.076923077	0
Imipono	1	MYOSA	0	12	0	0
Imipono	1	MYRLA	0	3	0	0
Imipono	1	PIPAL	3	15	0.2	0
Imipono	1	PITHO	0	10	0	0
Imipono	1	PLEHA	0	6	0	0
Imipono	1	PRISCb	0	6	0	0
Imipono	1	PRISCg	0	3	0	0
Imipono	1	STYTA	1	15	0.066666667	0
Imipono	1	TETHA	0	15	0	0
Imipono	1	VACRE	9	15	0.6	0
Iolana	0	CHETR	1	15	0.066666667	0
Iolana	0	CLEHA	1	6	0.166666667	0
Iolana	0	COPRH	10	15	0.666666667	0
Iolana	0	ILEAN	2	13	0.153846154	0
Iolana	0	MYOSA	1	15	0.066666667	0
Iolana	0	MYRLA	0	3	0	0
Iolana	0	PIPAL	3	15	0.2	0
Iolana	0	PITHO	0	10	0	0
Iolana	0	PLEHA	0	9	0	0
Iolana	0	PRISCb	0	6	0	0
Iolana	0	PRISCg	0	6	0	0
Iolana	0	STYTA	1	15	0.066666667	0
Iolana	0	TETHA	0	18	0	0
Iolana	0	VACRE	12	15	0.8	0
Ponoe	0	CHETR	1	15	0.066666667	0
Ponoe	0	CLEHA	0	6	0	0
Ponoe	0	COPRH	8	15	0.533333333	0
Ponoe	0	ILEAN	1	13	0.076923077	0
Ponoe	0	MYOSA	0	15	0	0
Ponoe	0	MYRLA	0	3	0	0
Ponoe	0	PIPAL	2	15	0.133333333	0
Ponoe	0	PITHO	0	10	0	0
Ponoe	0	PLEHA	0	9	0	0
Ponoe	0	PRISCb	0	6	0	0
Ponoe	0	PRISCg	0	6	0	0
Ponoe	0	STYTA	1	15	0.066666667	0
Ponoe	0	TETHA	0	18	0	0
Ponoe	0	VACRE	5	15	0.333333333	0
Nanea	1	CHETR	1	15	0.066666667	1
Nanea	1	CLEHA	2	6	0.333333333	1
Nanea	1	COPRH	10	15	0.666666667	1
Nanea	1	ILEAN	0	13	0	1
Nanea	1	MYOSA	0	12	0	1
Nanea	1	MYRLA	0	3	0	1
Nanea	1	PIPAL	4	15	0.266666667	1
Nanea	1	PITHO	0	9	0	1
Nanea	1	PLEHA	0	6	0	1
Nanea	1	PRISCb	0	6	0	1
Nanea	1	PRISCg	0	3	0	1
Nanea	1	STYTA	1	15	0.066666667	1
Nanea	1	TETHA	1	15	0.066666667	1
Nanea	1	VACRE	13	15	0.866666667	1
Lulu	0	CHETR	0	15	0	1
Lulu	0	CLEHA	0	6	0	1
Lulu	0	COPRH	12	15	0.8	1
Lulu	0	ILEAN	0	13	0	1
Lulu	0	MYOSA	0	15	0	1
Lulu	0	MYRLA	0	3	0	1
Lulu	0	PIPAL	0	15	0	1
Lulu	0	PITHO	0	9	0	1
Lulu	0	PLEHA	0	9	0	1
Lulu	0	PRISCb	0	6	0	1
Lulu	0	PRISCg	0	6	0	1
Lulu	0	STYTA	0	15	0	1
Lulu	0	TETHA	0	18	0	1
Lulu	0	VACRE	0	15	0	1
Lilinoe	0	CHETR	14	16	0.875	1
Lilinoe	0	CLEHA	0	6	0	1
Lilinoe	0	COPRH	5	15	0.333333333	1
Lilinoe	0	ILEAN	1	15	0.066666667	1
Lilinoe	0	MYOSA	0	15	0	1
Lilinoe	0	MYRLA	1	3	0.333333333	1
Lilinoe	0	PIPAL	1	15	0.066666667	1
Lilinoe	0	PITHO	0	9	0	1
Lilinoe	0	PLEHA	3	13	0.230769231	1
Lilinoe	0	PRISCb	0	12	0	1
Lilinoe	0	PRISCg	0	6	0	1
Lilinoe	0	STYTA	0	16	0	1
Lilinoe	0	TETHA	1	12	0.083333333	1
Lilinoe	0	VACRE	0	16	0	1
Lokahi	0	CHETR	11	16	0.6875	1
Lokahi	0	CLEHA	0	6	0	1
Lokahi	0	COPRH	13	15	0.866666667	1
Lokahi	0	ILEAN	0	15	0	1
Lokahi	0	MYOSA	0	15	0	1
Lokahi	0	MYRLA	1	3	0.333333333	1
Lokahi	0	PIPAL	1	15	0.066666667	1
Lokahi	0	PITHO	0	9	0	1
Lokahi	0	PLEHA	0	13	0	1
Lokahi	0	PRISCb	0	22	0	1
Lokahi	0	PRISCg	0	9	0	1
Lokahi	0	STYTA	0	16	0	1
Lokahi	0	TETHA	1	12	0.083333333	1
Lokahi	0	VACRE	0	16	0	1
Lokomaikai	0	CHETR	0	15	0	1
Lokomaikai	0	CLEHA	0	6	0	1
Lokomaikai	0	COPRH	1	15	0.066666667	1
Lokomaikai	0	ILEAN	1	13	0.076923077	1
Lokomaikai	0	MYOSA	0	15	0	1
Lokomaikai	0	MYRLA	0	3	0	1
Lokomaikai	0	PIPAL	0	15	0	1
Lokomaikai	0	PITHO	0	9	0	1
Lokomaikai	0	PLEHA	0	9	0	1
Lokomaikai	0	PRISCb	0	6	0	1
Lokomaikai	0	PRISCg	0	6	0	1
Lokomaikai	0	STYTA	0	15	0	1
Lokomaikai	0	TETHA	0	18	0	1
Lokomaikai	0	VACRE	0	15	0	1
Ipo	1	CHETR	0	15	0	1
Ipo	1	CLEHA	0	6	0	1
Ipo	1	COPRH	0	15	0	1
Ipo	1	ILEAN	1	13	0.076923077	1
Ipo	1	MYOSA	0	15	0	1
Ipo	1	MYRLA	0	3	0	1
Ipo	1	PIPAL	0	15	0	1
Ipo	1	PITHO	0	9	0	1
Ipo	1	PLEHA	0	9	0	1
Ipo	1	PRISCb	0	6	0	1
Ipo	1	PRISCg	0	6	0	1
Ipo	1	STYTA	0	15	0	1
Ipo	1	TETHA	0	18	0	1
Ipo	1	VACRE	0	15	0	1
Lolii	0	CHETR	0	15	0	1
Lolii	0	CLEHA	0	6	0	1
Lolii	0	COPRH	6	15	0.4	1
Lolii	0	ILEAN	0	13	0	1
Lolii	0	MYOSA	0	15	0	1
Lolii	0	MYRLA	0	3	0	1
Lolii	0	PIPAL	0	15	0	1
Lolii	0	PITHO	0	9	0	1
Lolii	0	PLEHA	0	9	0	1
Lolii	0	PRISCb	0	6	0	1
Lolii	0	PRISCg	1	6	0.166666667	1
Lolii	0	STYTA	1	15	0.066666667	1
Lolii	0	TETHA	0	18	0	1
Lolii	0	VACRE	0	15	0	1
Kalakupua	1	CHETR	0	15	0	1
Kalakupua	1	CLEHA	0	6	0	1
Kalakupua	1	COPRH	8	15	0.533333333	1
Kalakupua	1	ILEAN	0	13	0	1
Kalakupua	1	MYOSA	0	15	0	1
Kalakupua	1	MYRLA	0	3	0	1
Kalakupua	1	PIPAL	0	15	0	1
Kalakupua	1	PITHO	0	9	0	1
Kalakupua	1	PLEHA	0	9	0	1
Kalakupua	1	PRISCb	0	6	0	1
Kalakupua	1	PRISCg	0	6	0	1
Kalakupua	1	STYTA	0	15	0	1
Kalakupua	1	TETHA	0	18	0	1
Kalakupua	1	VACRE	0	15	0	1
Anuhea	0	CHETR	0	15	0	1
Anuhea	0	CLEHA	0	6	0	1
Anuhea	0	COPRH	2	15	0.133333333	1
Anuhea	0	ILEAN	0	13	0	1
Anuhea	0	MYOSA	0	15	0	1
Anuhea	0	MYRLA	0	3	0	1
Anuhea	0	PIPAL	0	15	0	1
Anuhea	0	PITHO	0	9	0	1
Anuhea	0	PLEHA	0	9	0	1
Anuhea	0	PRISCb	0	6	0	1
Anuhea	0	PRISCg	0	6	0	1
Anuhea	0	STYTA	0	15	0	1
Anuhea	0	TETHA	0	18	0	1
Anuhea	0	VACRE	0	15	0	1
Pikoi	1	CHETR	0	15	0	1
Pikoi	1	CLEHA	0	6	0	1
Pikoi	1	COPRH	5	15	0.333333333	1
Pikoi	1	ILEAN	0	13	0	1
Pikoi	1	MYOSA	0	15	0	1
Pikoi	1	MYRLA	0	3	0	1
Pikoi	1	PIPAL	0	15	0	1
Pikoi	1	PITHO	0	9	0	1
Pikoi	1	PLEHA	0	9	0	1
Pikoi	1	PRISCb	0	6	0	1
Pikoi	1	PRISCg	0	6	0	1
Pikoi	1	STYTA	0	15	0	1
Pikoi	1	TETHA	0	18	0	1
Pikoi	1	VACRE	0	15	0	1
Hanau	0	CHETR	0	15	0	1
Hanau	0	CLEHA	0	6	0	1
Hanau	0	COPRH	0	12	0	1
Hanau	0	ILEAN	0	10	0	1
Hanau	0	MYOSA	0	15	0	1
Hanau	0	MYRLA	0	3	0	1
Hanau	0	PIPAL	0	12	0	1
Hanau	0	PITHO	0	9	0	1
Hanau	0	PLEHA	0	9	0	1
Hanau	0	PRISCb	0	6	0	1
Hanau	0	PRISCg	0	6	0	1
Hanau	0	STYTA	0	15	0	1
Hanau	0	TETHA	0	15	0	1
Hanau	0	VACRE	0	12	0	1
Oli	1	CHETR	0	15	0	1
Oli	1	CLEHA	0	6	0	1
Oli	1	COPRH	0	12	0	1
Oli	1	ILEAN	0	10	0	1
Oli	1	MYOSA	0	15	0	1
Oli	1	MYRLA	0	3	0	1
Oli	1	PIPAL	0	12	0	1
Oli	1	PITHO	0	9	0	1
Oli	1	PLEHA	0	9	0	1
Oli	1	PRISCb	0	6	0	1
Oli	1	PRISCg	0	6	0	1
Oli	1	STYTA	0	15	0	1
Oli	1	TETHA	0	15	0	1
Oli	1	VACRE	0	12	0	1
Makanani	1	CHETR	0	15	0	1
Makanani	1	CLEHA	0	6	0	1
Makanani	1	COPRH	0	15	0	1
Makanani	1	ILEAN	0	15	0	1
Makanani	1	MYOSA	0	15	0	1
Makanani	1	MYRLA	0	3	0	1
Makanani	1	PIPAL	0	15	0	1
Makanani	1	PITHO	0	9	0	1
Makanani	1	PLEHA	0	9	0	1
